# Realistic Open Star Cluster (Plummer sphere + Kroupa IMF)
# Each particle has its own distinct physical mass sampled from Kroupa IMF
# name,mass,x,y,z,vx,vy,vz
star_2924,1.342876,11.78289,-9.00026,-12.52278,-0.49163,0.02392,-0.04623
star_2925,0.069763,0.49166,1.90812,1.65680,-0.00494,-0.00275,0.00227
star_2926,0.584165,-0.06942,-2.04738,6.60002,-0.45910,-0.20940,0.47142
star_2927,3.737183,-8.42540,2.21379,-0.04202,-0.39691,-0.03959,0.31117
star_2928,0.713253,-4.50690,-0.90519,-34.71313,-0.04304,-0.17142,-0.31489
star_2929,0.572594,0.33721,3.14814,-1.55942,-0.29595,0.19469,-0.05892
star_2930,0.674680,-3.93204,-5.01828,-9.63885,-0.12698,-0.03279,-0.08667
star_2931,1.633717,-0.62671,7.29003,-5.07735,-0.13741,0.21546,-0.11159
star_2932,1.029256,-3.32798,-0.60916,-4.05075,0.06178,-0.03189,0.03653
star_2933,0.047247,7.56039,-0.55706,1.52250,-0.00240,0.00392,-0.00065
star_2934,1.645079,1.11893,-2.99157,1.01534,-0.24002,-0.04447,-0.25564
star_2935,2.481864,2.52892,-0.52926,-0.42241,-0.04746,0.01028,-0.14970
star_2936,1.023515,-12.23492,-8.01603,-1.56875,-0.04088,-0.02245,-0.03158
star_2937,2.165735,-1.26951,-3.09848,5.57543,0.37737,0.53586,0.12609
star_2938,0.612103,-13.69916,16.84376,73.07167,-0.02286,0.14580,0.01612
star_2939,0.077335,2.38421,-2.38504,0.83747,-0.06280,-0.00193,0.23212
star_2940,1.298450,-1.22935,-1.37746,1.87894,0.82360,0.02037,-0.22949
star_2941,0.509249,12.78492,-8.23507,-2.37496,-0.00524,0.36510,0.40765
star_2942,28.863138,3.03171,-0.84123,2.98760,0.01544,0.01253,-0.02078
star_2943,0.667837,-7.45864,5.28628,-4.51042,0.15666,-0.13566,-0.07362
star_2944,5.205926,1.92625,4.57435,-6.68744,-0.25213,0.28743,-0.57951
star_2945,5.379001,-11.93665,4.62681,2.43168,-0.14884,0.42208,0.06121
star_2946,87.293465,-0.68550,-0.80267,0.00892,0.23714,0.03646,0.56344
star_2947,1.833981,-2.73658,0.84377,-0.35407,-0.00657,0.39891,0.73101
star_2948,0.041952,-10.63482,0.91002,-5.83662,-0.03540,0.15170,0.27912
star_2949,6.623880,-8.98070,0.28152,3.17004,-0.14713,-0.34967,0.24230
star_2950,8.612290,3.31880,2.35253,3.64664,-0.29738,-0.18979,-0.67794
star_2951,5.039286,-1.84911,-5.80474,-3.77741,0.07304,-0.06578,-0.05847
star_2952,0.555179,10.89824,-9.02667,0.06288,-0.19053,-0.10245,0.12509
star_2953,0.834397,0.31091,-2.85631,-4.25545,0.09981,0.16194,0.51278
star_2954,0.531205,4.29653,-7.54409,9.70473,-0.01045,-0.12390,0.00988
star_2955,0.671961,1.53190,-0.10412,3.30708,0.14531,0.13075,0.11272
star_2956,13953.339150,12.79074,-28.98252,-47.77037,-0.01767,-0.03791,0.03705
star_2957,6.803927,-50.08545,42.03219,31.41976,0.19913,0.08994,0.08222
star_2958,1.292765,0.14412,2.78252,2.94972,-0.22732,-0.22831,0.29614
star_2959,5.056238,-0.46822,-2.22968,2.80714,0.07701,0.10067,0.09237
star_2960,13.990335,1.81710,-11.77491,2.65473,0.01723,-0.03791,0.01928
star_2961,51.810327,-1.30662,-6.24116,1.56210,-0.37420,0.35706,-0.08339
star_2962,148.972868,-0.08702,-7.77900,6.45742,0.00509,-0.11539,0.08819
star_2963,1035.919579,5.60569,4.31402,4.32913,-0.14102,0.08219,-0.29459
star_2964,1.468093,0.85348,-5.99286,0.87243,0.02547,0.00187,0.00864
star_2965,2.025567,-4.09682,1.70840,0.83761,-0.14344,0.45622,-0.61192
star_2966,40.915527,-3.02701,-2.67063,-9.38314,0.19352,-0.59098,-0.09231
star_2967,0.020995,5.65050,-0.25149,-0.75360,-0.24674,0.25253,-0.18580
star_2968,6.177490,7.39037,17.36002,-8.29892,-0.05170,0.08444,-0.12097
star_2969,1.239978,9.14017,2.71353,3.73240,0.35717,0.13255,-0.40925
star_2970,1.674220,-2.26414,-0.19697,-2.54959,0.00982,-0.03193,0.03430
star_2971,0.513968,0.90475,-0.36061,1.14666,0.34881,0.56276,-0.22981
star_2972,6.602142,-3.42234,-0.34224,0.92405,0.13376,0.11509,-0.36367
star_2973,0.938231,3.69216,-4.56504,1.61731,0.19508,0.20021,-0.71317
star_2974,0.029013,0.04699,-2.37460,7.45770,0.48341,-0.17651,-0.35017
star_2975,19.013368,-0.30960,-6.25640,1.16478,0.05410,-0.76869,0.04181
star_2976,1.590592,-1.62923,6.49132,3.12777,0.23090,0.01855,0.17406
star_2977,0.725417,4.26833,0.88170,-2.40044,-0.37125,-0.19034,0.51981
star_2978,0.586713,-47.32736,18.08413,-0.23786,-0.26029,-0.06811,0.07334
star_2979,7.823126,-0.11038,2.15841,2.43341,0.13465,0.25429,0.09236
star_2980,2.202757,2.06180,3.55515,-3.28275,-0.04802,-0.04714,0.20176
star_2981,0.769269,-4.94544,-6.61966,-3.68707,-0.04972,-0.19297,-0.24704
star_2982,2.869462,3.37716,0.59894,-5.51166,0.63416,0.17989,-0.03536
star_2983,0.797004,-1.96795,3.98875,-2.01978,-0.28993,0.29395,0.15923
star_2984,2.469304,5.16482,1.04816,1.44596,0.40301,-0.04830,-0.29144
star_2985,0.894524,-2.80064,-3.84714,11.54224,0.25606,0.29720,-0.16775
star_2986,455.466957,1.56727,-5.32480,1.91805,0.43637,-0.24416,-0.08349
star_2987,2.332118,5.05102,2.28616,6.72302,-0.07944,-0.32993,-0.01715
star_2988,0.670798,-0.09273,2.09569,-0.40145,-0.01342,-0.01974,0.01783
star_2989,1.290453,-0.88554,-4.98515,-2.14425,0.20261,0.71157,-0.27661
star_2990,2.141198,-3.08802,-9.36464,-2.81258,0.40617,-0.06362,0.07618
star_2991,0.072128,2.94299,2.07701,-0.28638,-0.12749,0.10451,-0.10199
star_2992,3.465020,5.57249,-1.54659,-4.03808,0.36756,-0.50083,0.02030
star_2993,1.141775,2.01295,5.86878,-2.68727,-0.20013,-0.50842,0.15951
star_2994,0.070441,0.85994,-5.27777,-2.36108,0.17986,0.43496,-0.58545
star_2995,0.643512,1.20396,0.39470,-4.05574,0.49601,0.07431,-0.05599
star_2996,0.728037,-3.10216,-1.12964,6.56979,0.15370,0.10563,0.14005
star_2997,0.064226,1.94863,2.30778,5.71835,0.18130,-0.00419,-0.74762
star_2998,3.586163,-3.92434,2.68281,6.07024,-0.35018,0.20986,0.17592
star_2999,1.410254,4.84811,3.97954,-2.42712,0.10545,0.09868,0.11215
star_3000,0.827396,-0.91914,1.44736,-2.79202,0.48657,-0.28488,0.27609
star_3001,0.692497,2.02844,-2.73229,-0.82801,-0.60102,-0.30947,0.02312
star_3002,0.699604,-3.22652,-2.78857,0.07638,-0.03457,0.02398,-0.00896
star_3003,0.747342,-0.65204,0.90576,-2.31133,-0.09094,-0.46838,0.09141
star_3004,189.426104,0.17417,-3.69122,2.05490,-0.12993,-0.04484,-0.04718
star_3005,0.604791,13.98101,13.09456,8.72418,0.40914,-0.09517,0.18937
star_3006,1.195796,1.07155,-2.52891,5.95185,0.23801,0.08301,-0.41416
star_3007,1.057223,-4.76411,4.01411,-0.97300,0.29556,-0.34834,-0.28980
star_3008,0.607245,15.36940,9.71755,-12.24770,0.04689,-0.19764,-0.21990
star_3009,0.965580,0.74834,2.23788,0.12475,-0.03290,0.80449,-0.39886
star_3010,0.528619,9.98728,4.07959,6.71108,0.11015,-0.11161,-0.09160
star_3011,0.699699,-0.17531,11.27556,7.38230,0.00334,0.00387,-0.01569
star_3012,0.029893,-1.46114,-0.46231,0.64555,0.11975,-0.13305,-0.78397
star_3013,1.550697,0.39736,-4.31636,0.90449,-0.26976,0.07719,0.42192
star_3014,64.826352,8.70451,12.95204,4.54117,-0.06015,0.27363,0.41118
star_3015,0.535468,-5.28588,-13.27042,-27.99144,0.01131,0.02907,0.00866
star_3016,1.218214,5.43660,-0.09172,-2.29904,0.43070,0.03347,-0.25057
star_3017,1.584403,0.84343,0.13134,-1.15762,-0.16138,0.05572,0.23572
star_3018,0.554031,-2.18895,-3.70400,-6.52442,-0.10158,-0.04165,-0.22420
star_3019,0.066331,-0.54694,-3.28751,-2.48516,0.07495,-0.35058,0.01809
star_3020,2.205926,4.44490,9.66865,4.58946,-0.18894,0.23882,-0.27302
star_3021,0.055432,1.44230,-18.84707,-20.39242,-0.17514,-0.09266,-0.09440
star_3022,0.037690,0.33361,0.12859,5.71911,0.22030,-0.01416,-0.25925
star_3023,1384.777774,1.05193,-4.06783,0.25003,0.02560,0.19762,0.30977
star_3024,29.095910,2.17583,1.17397,2.67697,-0.27849,-0.10290,-0.68061
star_3025,0.988764,-5.11811,8.45352,0.15386,0.01585,0.01047,0.02577
star_3026,0.016786,-2.72261,4.95296,-13.13982,0.02759,-0.00966,-0.00877
star_3027,0.606092,-0.58071,-5.82598,1.20360,0.07683,-0.11435,0.38509
star_3028,0.827241,3.18681,-17.52078,-11.39118,-0.10101,-0.22715,-0.35223
star_3029,2770.563785,9.80598,-12.10754,5.54952,-0.29000,-0.33900,0.01930
star_3030,2.828393,9.03267,8.52590,10.04288,-0.00193,0.03167,-0.02463
star_3031,6.336938,-5.69411,4.32429,-0.85364,0.32362,0.04476,0.22051
star_3032,0.011458,3.68381,-13.62840,9.01141,-0.08147,-0.41871,0.25840
star_3033,0.586114,0.12952,-2.32531,1.40628,-0.08972,0.11304,0.00270
star_3034,0.762967,2.73762,-3.96228,5.37998,0.03289,0.23837,-0.48713
star_3035,0.554901,0.06164,1.24141,3.21179,-0.14225,-0.26028,0.13845
star_3036,73.190663,-3.16865,3.30993,-3.06660,0.08883,0.33993,-0.06725
star_3037,3.888109,-1.30155,0.57037,0.24277,0.66178,0.49988,-0.24945
star_3038,16.346644,-5.56882,-0.06082,0.00850,0.28370,0.22947,0.08230
star_3039,147.986167,0.76175,-13.75750,-1.96153,0.33249,-0.23720,0.38584
star_3040,0.765530,-4.38038,5.71024,-0.68184,-0.22988,-0.45258,-0.04542
star_3041,1.181600,-1.57553,0.97321,-3.30919,0.11959,-0.48884,-0.14759
star_3042,23618.893001,-8.71021,-1.09064,7.75963,0.45346,-0.09100,-0.13929
star_3043,1.110210,-3.11910,0.55847,0.05900,0.35273,-0.07119,0.18084
star_3044,2293.363032,-4.01585,-4.33880,-1.08310,-0.33351,0.56678,0.23559
star_3045,0.016773,0.46538,-6.75148,17.28272,-0.03320,0.03601,-0.03227
star_3046,0.773356,29.63710,28.02348,-14.10626,0.00329,0.00149,-0.01161
star_3047,12.730219,5.87590,1.16768,-10.70152,-0.26081,-0.43295,-0.16686
star_3048,1.451725,-4.48752,-1.65922,0.66636,-0.15762,-0.03823,0.47060
star_3049,395.497403,0.52227,-0.41950,-4.20507,0.10846,-0.26274,0.22719
star_3050,3.181165,2.36136,-11.60412,-3.74043,0.00148,0.07949,-0.00215
star_3051,307.760858,-15.18917,-13.19316,-2.66312,0.41638,-0.02662,-0.20620
star_3052,0.989817,2.37637,8.80456,-11.59330,-0.08787,-0.21134,0.15993
star_3053,0.030322,29.42079,0.80943,11.73263,-0.20979,0.08776,0.01221
star_3054,0.624384,3.67004,4.89380,-9.03490,0.32125,-0.06332,-0.29051
star_3055,5.557836,2.39714,5.46194,-1.78901,-0.18199,-0.47912,-0.36911
star_3056,8.783802,-2.37935,9.98254,4.81560,-0.00455,0.00267,-0.00199
star_3057,295.163616,-4.54351,-1.47451,3.11456,-0.03999,-0.01140,0.14915
star_3058,0.829174,-1.67515,0.29888,0.85086,-0.50951,-0.37703,0.45296
star_3059,57.996024,1.95243,0.02029,-1.21720,-0.03020,-0.12543,-0.43085
star_3060,0.673320,-0.45877,1.56996,1.39659,-0.01908,-0.11284,0.00397
star_3061,4.045615,10.13282,-32.36362,-14.95138,-0.14280,0.02355,0.12624
star_3062,0.891892,-0.06840,-0.20307,-4.63510,0.22020,-0.07173,-0.03149
star_3063,14.332685,-3.06707,-4.68253,12.34830,0.13096,-0.09217,0.00831
star_3064,0.501783,11.56962,10.92297,-17.16969,-0.02185,-0.13233,-0.17353
star_3065,33.080998,-2.86426,1.80944,1.37339,0.25443,0.06492,-0.28749
star_3066,1.199230,-3.92219,0.06070,-3.40949,0.06725,0.20769,-0.04660
star_3067,0.578558,6.72188,3.85634,3.34076,0.54676,0.04811,-0.24675
star_3068,0.677031,-4.02155,-2.53076,5.65645,-0.42851,-0.04988,0.00963
star_3069,0.565779,-1.97837,3.85617,-5.61478,-0.05305,0.04467,-0.06155
star_3070,57458.440250,1.13961,-2.06207,-3.30826,0.07541,-0.28134,-0.15202
star_3071,0.607117,1.01238,11.55257,-8.26695,0.12713,-0.09202,0.25106
star_3072,0.525337,0.80244,0.07900,2.86156,-0.04961,-0.01553,0.13342
star_3073,0.790634,-7.72061,10.55994,-13.27190,0.22634,0.20588,-0.19831
star_3074,8.038632,0.14274,-1.42431,-1.29298,-0.27008,-0.00997,0.60183
star_3075,1.366825,1.21548,3.05513,-1.40627,-0.22202,-0.09735,-0.29210
star_3076,0.014265,-4.87372,0.33524,-13.68607,-0.26342,0.00078,0.11730
star_3077,34063456.284499,2.34351,-10.46156,1.46395,0.05507,0.28669,0.20537
star_3078,70.754853,-2.24257,-0.16194,5.29049,0.08301,0.47450,0.49555
star_3079,16.712523,-4.89274,-2.82310,-4.45533,-0.45649,0.29563,0.02834
star_3080,0.502859,-1.24032,0.25647,8.73559,0.02465,-0.27249,-0.30981
star_3081,0.037782,4.59604,0.80310,-1.59000,-0.56615,-0.31233,0.15919
star_3082,0.974470,-4.16801,8.97786,-9.05058,0.00101,-0.00084,-0.00020
star_3083,0.627821,1.64459,1.67489,-7.23487,-0.04728,-0.14356,-0.39964
star_3084,0.594576,-1.17773,7.27045,-0.71273,0.11680,0.07845,0.11093
star_3085,0.667498,7.90409,-0.15056,-5.25173,0.03048,0.04539,0.00529
star_3086,0.702722,0.40145,-1.66846,0.83890,-0.09111,-0.19856,-0.68004
star_3087,0.890067,-12.05729,-7.96162,17.50698,-0.01597,0.08062,-0.38446
star_3088,0.013252,6.13794,-7.82537,1.89843,-0.06095,0.01007,-0.18516
star_3089,0.049719,0.87393,-4.72572,-15.37657,0.19588,-0.00749,-0.14921
star_3090,4.973275,-1.63183,-2.56537,-1.95519,0.16656,-0.04504,-0.04818
star_3091,0.766020,-2.31209,-1.13938,-3.63784,0.05690,-0.01503,0.06899
star_3092,0.023441,-0.81760,10.63311,7.52629,0.29663,-0.20683,0.40051
star_3093,25.225424,-3.89384,2.80821,1.70519,-0.02947,0.02766,0.03749
star_3094,2.639092,-0.63975,-12.49863,9.30297,0.04424,0.09444,-0.15294
star_3095,3.838314,-1.20946,-0.82426,-0.12675,-0.08896,-0.13998,-0.30087
star_3096,0.596134,-1.37479,-2.23318,1.25079,0.01045,-0.00002,0.00468
star_3097,1.627741,1.86948,-3.72619,-0.98489,0.08931,0.52380,0.15152
star_3098,1.079796,-6.82172,-1.18204,5.33248,0.05829,-0.08660,0.11811
star_3099,1.405476,9.19682,22.64848,-28.08655,0.04295,-0.20612,0.00058
star_3100,0.791408,2.27671,-0.20423,-1.34481,0.15468,-0.68398,-0.02922
star_3101,1523.250118,-1.35651,-3.37611,-0.86943,-0.29430,-0.05996,0.16353
star_3102,0.832224,2.09515,1.64209,0.67947,0.26016,0.15375,-0.42350
star_3103,0.010223,-4.72731,2.18090,-0.96675,0.00274,-0.01054,0.01687
star_3104,1.130253,0.58335,2.54427,-1.89304,-0.36131,0.55623,0.28016
star_3105,36.257547,-5.56044,0.61326,0.86323,0.55500,0.32781,0.19024
star_3106,15.940729,2.70268,0.51639,2.92488,0.28669,0.03521,0.62609
star_3107,0.998598,-3.14821,-6.91197,5.74942,-0.16516,0.56976,-0.17483
star_3108,7.054446,2.41710,-6.23431,7.20479,0.21021,0.20182,0.09898
star_3109,2.169439,-9.41838,1.07490,2.90840,0.00516,0.01210,0.00409
star_3110,0.786962,2.40011,0.29957,-3.22248,0.33460,-0.09324,0.19949
star_3111,0.738361,1.70641,2.87199,-0.31019,-0.00727,0.00057,-0.00098
star_3112,0.922895,-3.27095,2.72893,-0.31557,-0.22738,-0.14729,0.38862
star_3113,0.619521,0.45023,1.50278,4.80124,-0.36664,0.51092,-0.16944
star_3114,0.065371,-3.13874,-3.07084,-2.50765,0.04389,0.10039,-0.14194
star_3115,1.678432,5.85391,-1.25477,5.55575,-0.03205,-0.00697,-0.01288
star_3116,0.014419,4.57623,-2.69786,-0.66830,0.02516,-0.14277,-0.10075
star_3117,0.633335,3.03842,1.01324,-1.84966,0.01006,0.11644,-0.16459
star_3118,0.026071,-1.21251,0.82311,8.95884,0.07517,0.62142,0.09019
star_3119,0.605876,-3.98501,-6.26567,5.21892,-0.00153,-0.11274,0.04003
star_3120,3.229515,-1.61500,-1.87320,-13.93527,-0.01365,0.00713,0.00996
star_3121,24.999943,-1.14222,-1.51474,2.10258,-0.18763,0.30702,0.28227
star_3122,44.109015,7.57810,5.90035,-5.44143,-0.25105,0.32479,0.00086
star_3123,946752.642491,-3.31159,-0.91197,2.91837,-0.06918,-0.37646,0.72256
star_3124,0.018181,-4.21455,4.47752,6.32292,0.00909,-0.49598,-0.02369
star_3125,0.859396,4.32593,2.19098,8.78898,0.00671,-0.00047,0.01051
star_3126,0.530576,4.45302,-20.30996,13.16510,0.15611,0.37153,-0.04624
star_3127,2459.241221,3.23176,11.04998,0.31886,0.03239,0.24071,0.27440
star_3128,2.073304,1.89968,-5.97680,6.40002,0.27392,0.09783,0.32815
star_3129,0.605697,-2.78991,1.72802,4.59848,-0.72673,-0.15702,0.09482
star_3130,158.013528,-4.04757,-1.00583,6.84242,0.34943,-0.16185,-0.55750
star_3131,2.451663,-3.24073,2.53405,2.65256,-0.17161,-0.10171,0.09784
star_3132,0.703639,2.28428,2.41908,-1.46910,-0.77061,-0.24488,0.08706
star_3133,39.928550,9.91089,-6.66416,-0.91134,0.12177,-0.14061,0.44460
star_3134,3.373939,-3.32698,-2.20857,1.56329,0.04213,0.01685,0.06063
star_3135,108.353023,4.46539,0.56461,-2.05070,0.15203,0.00759,-0.08407
star_3136,6.974635,3.46994,-1.59373,3.28483,0.25806,-0.03818,-0.37236
star_3137,56.804001,0.25938,0.69754,-5.24211,0.08026,-0.00074,0.01301
star_3138,2.294460,4.32661,5.06746,3.36216,0.15044,-0.54235,-0.00076
star_3139,27.618401,-8.65934,2.04937,1.99968,0.07199,-0.46625,0.20725
star_3140,0.505408,4.69046,-1.65354,-7.55220,-0.47762,-0.06361,0.00777
star_3141,10.996681,7.59038,4.16350,-6.81655,-0.14698,-0.29264,-0.50828
star_3142,0.668426,1.61883,-8.34746,2.92177,-0.17216,0.27822,0.09874
star_3143,1.712682,1.62982,3.01430,1.73755,-0.02486,-0.20751,0.52727
star_3144,1.468646,3.88318,1.12444,4.50013,0.11245,0.39667,-0.14960
star_3145,0.788672,-13.08662,46.02405,-0.18338,-0.04411,-0.16495,0.07530
star_3146,5.831703,3.37472,2.20354,9.65318,-0.29709,0.45582,0.27248
star_3147,2.125514,8.15933,-2.08237,-2.37727,0.07540,-0.34017,0.12594
star_3148,0.566002,-2.18448,18.55298,9.32015,0.06080,0.01076,0.19457
star_3149,20.394899,-12.41719,-7.23907,-13.03799,0.20192,0.00865,-0.19215
star_3150,0.052680,-1.04712,-1.12289,-0.33167,-0.68948,0.65855,0.10171
star_3151,0.530581,16.11534,10.67432,6.15212,0.02962,-0.02526,-0.22493
star_3152,1.339024,10.25262,-45.45121,12.52527,-0.31174,0.05459,-0.02777
star_3153,2.437552,-6.56243,3.09263,-0.29036,0.13936,-0.28953,0.49725
star_3154,2.388320,9.30125,-11.83548,-3.29460,-0.37152,-0.17523,0.08085
star_3155,0.850220,1.87079,-0.22480,2.10240,0.16624,-0.06972,0.45023
star_3156,0.521052,3.50576,2.30908,2.22557,-0.00967,-0.01009,-0.01314
star_3157,2.820291,-5.07293,0.86371,2.23526,-0.23127,0.02875,0.34344
star_3158,2.763829,0.02343,5.50159,11.48362,-0.00406,0.08434,0.09473
star_3159,0.562316,-14.31878,5.14743,-14.59840,-0.23889,-0.08801,-0.22305
star_3160,3.002508,-1.53682,2.60595,9.90027,-0.05853,0.02408,-0.06919
star_3161,1672.287420,-1.00882,-0.89477,-1.05203,-0.01982,-0.06166,0.04488
star_3162,6.648850,3.52525,0.69106,-2.20739,0.18234,0.16726,0.32717
star_3163,9.258754,1.13432,-2.30162,0.96337,-0.22069,-0.11791,0.53797
star_3164,0.971568,-1.64270,0.81137,3.12497,-0.09908,0.10063,-0.01494
star_3165,0.018196,-0.23721,-2.04137,-2.20744,-0.88173,-0.25243,-0.04490
star_3166,0.708952,-9.90862,15.78325,-9.33953,0.01977,-0.01358,0.00043
star_3167,5.456302,-5.93465,4.12389,4.41241,0.00575,0.08560,-0.08556
star_3168,2.811392,10.36370,-1.51726,-3.32777,-0.23200,0.01072,0.06891
star_3169,1.052658,-3.21786,-0.09778,3.78844,-0.12164,0.07376,-0.23301
star_3170,0.739828,-1.22396,-5.18394,-0.08316,0.65879,-0.06612,-0.42026
star_3171,2.615407,0.36891,0.26935,8.40307,-0.00003,-0.00029,0.00163
star_3172,0.590410,-1.39267,-4.89566,2.61267,-0.58769,0.03283,0.43337
star_3173,0.861849,0.90993,-5.74270,2.81506,0.40572,-0.21288,-0.31121
star_3174,105.494177,2.81613,0.66439,-4.44544,-0.20129,-0.02979,-0.03516
star_3175,4.762123,-6.98248,1.50794,-1.44519,0.52839,-0.16749,-0.14532
star_3176,3.987541,-0.17808,-15.11691,0.68125,0.36846,-0.01722,0.11421
star_3177,80.172330,-3.21779,2.63713,-0.51778,0.14027,0.64806,-0.11884
star_3178,0.670661,2.42162,5.98303,-13.97249,0.09278,-0.05929,-0.00071
star_3179,0.526232,-1.53100,-1.17101,4.06599,-0.11044,-0.25314,0.34217
star_3180,0.789860,-0.47780,4.10368,1.30249,0.13264,0.01510,0.11484
star_3181,2.394372,5.28055,-5.17095,-9.51539,-0.01379,0.04545,-0.10482
star_3182,5289.198225,1.20265,-2.81964,0.58263,0.26370,0.03020,-0.52045
star_3183,1.151192,0.20906,0.78268,9.12517,0.03472,-0.10418,0.35214
star_3184,1.054323,5.08285,9.59712,-5.40819,0.06302,-0.13323,0.02332
star_3185,3.191626,-5.60127,4.50113,1.91743,0.00548,-0.02389,-0.08217
star_3186,0.669051,5.32484,7.90387,0.24258,0.25191,0.19934,-0.33750
star_3187,1.556659,4.28950,-1.88797,-3.17890,0.00654,0.08680,-0.05048
star_3188,0.523141,13.24052,-6.86383,3.85309,0.16347,-0.24042,0.18470
star_3189,2.736174,-2.30674,-8.47864,-2.30254,-0.06757,-0.13866,0.11384
star_3190,0.577407,-5.68365,3.42266,1.31854,-0.35510,-0.28331,-0.03903
star_3191,203.996598,-3.71233,-24.45959,0.62190,-0.21457,0.34170,-0.16207
star_3192,1.255869,-46.10221,13.51917,-47.72364,0.10422,-0.00269,0.04401
star_3193,0.014530,-1.25444,9.70942,3.28042,-0.17246,0.44916,0.09883
star_3194,4.896007,1.05701,-0.83741,-4.72388,0.11072,-0.19095,-0.08846
star_3195,53.434783,5.13124,8.75719,-5.43218,0.08177,0.20743,-0.16203
star_3196,0.753325,2.25650,-4.13545,-3.55062,0.24201,0.27641,-0.56946
star_3197,0.808237,33.04961,0.04306,19.53231,-0.00745,-0.00140,-0.00538
star_3198,1411.883877,0.39409,-2.62984,-1.77359,0.30741,-0.55114,0.10207
star_3199,0.010838,-8.18952,15.19718,16.22792,-0.10934,-0.29093,0.08321
star_3200,7.089743,1.10511,-6.36439,1.04905,-0.29766,0.14095,-0.20458
star_3201,0.784398,-0.78165,0.70742,-1.65386,0.10990,0.09062,-0.38530
star_3202,3.228239,-16.89802,9.51088,2.34004,0.30287,0.28907,-0.06235
star_3203,1554929.841332,1.32400,-5.99813,0.91824,-0.26457,-0.30240,0.15464
star_3204,0.761122,0.41823,-2.18959,-2.14050,-0.55254,-0.15038,0.05574
star_3205,0.855072,3.65674,0.35197,-0.04544,-0.08538,-0.85105,0.27186
star_3206,425.135400,-1.94421,-1.64723,-1.48893,-0.31874,0.08359,0.70038
star_3207,3.095712,0.34431,-3.25856,-1.86479,0.02859,-0.07784,-0.04100
star_3208,1.953464,-3.07541,-2.12639,0.50577,-0.44633,-0.28248,0.05438
star_3209,0.710897,2.00186,-5.56290,-5.30128,0.25720,-0.43591,-0.02908
star_3210,0.510984,-10.67400,28.90965,22.47566,0.04211,0.01035,-0.10263
star_3211,0.587773,9.71716,4.30178,1.57862,0.16007,-0.10930,0.39445
star_3212,17.059608,1.47077,3.07870,-3.97045,0.03509,-0.05334,0.03246
star_3213,0.669010,6.28456,1.44569,7.92284,0.13144,-0.05982,-0.12894
star_3214,247.162741,-0.54956,2.45281,2.51958,-0.29280,0.58964,0.23494
star_3215,0.065801,1.62351,-6.76673,2.68532,-0.09759,0.03703,0.02889
star_3216,3.343420,0.69204,0.32757,2.65368,-0.22723,-0.27063,-0.48989
star_3217,1.061824,-4.49972,0.65629,2.64927,0.18515,-0.22347,-0.15653
star_3218,0.714734,-0.20677,5.55217,-1.67287,-0.26979,0.48815,-0.23255
star_3219,1.829016,1.17748,-4.83611,-5.79290,0.01205,-0.15661,0.12400
star_3220,1.791515,87.15594,13.10705,38.26343,-0.00612,0.03098,0.04127
star_3221,0.046760,-9.48547,-0.30680,-2.12231,-0.08046,0.23398,-0.10687
star_3222,1.700788,-2.18794,-2.30718,0.54442,-0.16666,0.02684,-0.06707
star_3223,1.086605,-0.80983,-0.28493,-9.21156,0.38744,-0.05911,-0.49865
star_3224,1.035751,0.84898,-2.11995,0.62051,0.11687,0.91783,0.06450
star_3225,0.599485,-11.31601,15.75273,11.92037,-0.33909,0.19266,0.01164
star_3226,0.533423,-4.55296,12.11725,-9.93525,0.23141,-0.02732,0.10064
star_3227,55039.124448,2.99034,-6.71441,-6.11503,-0.17299,-0.34870,-0.20969
star_3228,0.043955,2.10454,-8.39355,4.14828,-0.00020,0.00633,0.03473
star_3229,0.583970,12.56427,9.78103,-16.85836,0.01931,-0.01761,-0.00123
star_3230,0.074134,9.48013,-8.63588,7.47328,-0.01662,-0.00949,0.02434
star_3231,0.726404,4.11928,-0.21345,3.28116,0.01193,0.24400,-0.20457
star_3232,0.060159,2.29907,1.05308,2.32334,0.11247,-0.13337,0.13832
star_3233,0.016827,-1.74373,-2.18834,-0.61901,-0.32092,-0.57776,0.16774
star_3234,0.037965,14.48168,4.33711,-7.92239,0.00725,0.36772,-0.36764
star_3235,1.285093,1.24225,7.66025,11.68647,0.23660,0.08999,-0.06452
star_3236,0.014172,-1.38481,0.12523,-6.34522,0.05189,-0.02749,-0.25879
star_3237,0.513765,11.59982,7.31961,-13.56916,0.13265,-0.05150,-0.34978
star_3238,4.068184,1.83642,10.12088,6.79432,-0.12543,0.38094,-0.23465
star_3239,2.057272,-0.57309,-0.50950,-1.73206,-0.03662,-0.58315,-0.29794
star_3240,1.183976,-0.52659,4.29302,0.65544,0.11623,0.09555,0.22235
star_3241,0.524706,3.72273,2.35189,0.25626,-0.13571,-0.42748,0.11517
star_3242,0.623985,-4.57688,5.01984,5.60767,-0.11263,0.05010,0.09978
star_3243,4.331741,2.99759,1.25307,0.06329,-0.11313,-0.14681,-0.12859
star_3244,0.052100,-2.30631,-0.26763,2.90253,-0.06738,0.16908,-0.12246
star_3245,0.596754,-7.08623,-8.87344,0.89424,-0.20242,-0.00539,0.25165
star_3246,0.514531,-2.79786,-3.63082,-4.22751,0.01921,0.24968,-0.62554
